side,m1_previous_color,m5_color,m15_color,h1_color,m1_previous_body_bucket,m1_previous_range_bucket,directional_alignment,horizon_minutes,sample_size_train,sample_status_train,success_rate_train,avg_mfe_atr_train,avg_mae_atr_train,avg_return_atr_train,median_return_atr_train,sample_size_test,sample_status_test,success_rate_test,avg_mfe_atr_test,avg_mae_atr_test,avg_return_atr_test,median_return_atr_test,candidate_status
DOWN,RED,RED,GREEN,GREEN,STRONG_BODY,NORMAL_RANGE,PARTIAL_ALIGNMENT,15,425.0,ADEQUATE,0.5764705882352941,2.4954743781775677,1.8507630382240763,0.4407804527434318,0.22849580943972472,173.0,ADEQUATE,0.5375722543352601,2.1502302163395113,2.0008710586807457,0.12692044730231386,0.0,NOT_STABLE
DOWN,RED,GREEN,GREEN,GREEN,STRONG_BODY,EXPANSION_RANGE,NO_ALIGNMENT,5,324.0,ADEQUATE,0.5679012345679012,1.3255579665852175,0.9982669090874958,0.2053747149046893,0.20158686444708387,171.0,ADEQUATE,0.5497076023391813,1.2293147290263966,1.1644134044667975,-0.0026723935301473903,0.16499705362389874,NOT_STABLE
DOWN,RED,GREEN,GREEN,GREEN,STRONG_BODY,EXPANSION_RANGE,NO_ALIGNMENT,15,324.0,ADEQUATE,0.5308641975308642,2.3339528652447608,2.0624632560171237,0.18889448756442273,0.250747476262954,171.0,ADEQUATE,0.5380116959064327,2.2404738393243795,2.155503415132624,0.06393365357518065,-0.12914156626499634,NOT_STABLE
DOWN,RED,GREEN,GREEN,GREEN,STRONG_BODY,EXPANSION_RANGE,NO_ALIGNMENT,30,324.0,ADEQUATE,0.5092592592592593,3.189333305600428,3.165553890291399,-0.2763949862562742,-0.11144865886540158,171.0,ADEQUATE,0.5497076023391813,3.127343527400476,2.951104147502427,0.12572145991143377,0.52451790633631,NOT_STABLE
DOWN,RED,GREEN,GREEN,GREEN,STRONG_BODY,EXPANSION_RANGE,NO_ALIGNMENT,60,324.0,ADEQUATE,0.4783950617283951,4.55674791721124,4.864653188609436,-0.5018377757684187,-0.019672758306095585,171.0,ADEQUATE,0.5380116959064327,4.6234918915555365,4.456248412281715,0.31978711395325965,1.0259612224780257,NOT_STABLE
DOWN,RED,RED,RED,GREEN,STRONG_BODY,EXPANSION_RANGE,PARTIAL_ALIGNMENT,5,473.0,ADEQUATE,0.5306553911205074,1.5464382068808546,1.2301720366549393,0.11256986492794713,-0.00931160625185754,170.0,ADEQUATE,0.5705882352941176,1.447726327784998,1.0654565337916233,0.2149393520016547,0.20084707387026063,NOT_STABLE
DOWN,RED,RED,RED,GREEN,STRONG_BODY,EXPANSION_RANGE,PARTIAL_ALIGNMENT,15,473.0,ADEQUATE,0.547568710359408,2.6739017725647,2.152409371568904,0.1473570671337905,0.1230537418380897,170.0,ADEQUATE,0.5882352941176471,2.3604673261346782,1.9364046161889252,0.18931215833850062,0.298550746585026,NOT_STABLE
DOWN,RED,RED,RED,GREEN,STRONG_BODY,EXPANSION_RANGE,PARTIAL_ALIGNMENT,30,473.0,ADEQUATE,0.5264270613107822,3.8392753596841986,3.124818746911898,0.26747152106408645,-0.09228383094226529,170.0,ADEQUATE,0.5470588235294118,3.335546294043136,3.0617440549760726,0.03356077362370683,0.4007305053109129,NOT_STABLE
DOWN,RED,RED,RED,GREEN,STRONG_BODY,EXPANSION_RANGE,PARTIAL_ALIGNMENT,60,473.0,ADEQUATE,0.5264270613107822,5.546016317674573,4.328653182845924,0.3889040680026586,-0.10166315296335543,170.0,ADEQUATE,0.5294117647058824,4.472846877551356,4.244223076481685,-0.10856982439354769,-0.20317868149319282,NOT_STABLE
UP,GREEN,RED,RED,GREEN,STRONG_BODY,NORMAL_RANGE,PARTIAL_ALIGNMENT,5,438.0,ADEQUATE,0.5342465753424658,1.2736821136068157,1.0259254716115618,0.12314935409198705,0.1209733403994751,170.0,ADEQUATE,0.5411764705882353,1.2910225917025995,1.0505339741263293,0.1015885538607744,0.05470174178016743,NOT_STABLE
UP,GREEN,RED,RED,GREEN,STRONG_BODY,NORMAL_RANGE,PARTIAL_ALIGNMENT,15,438.0,ADEQUATE,0.545662100456621,2.181481105631842,1.9658003857732145,0.14256598780397348,0.16923147937846428,170.0,ADEQUATE,0.5058823529411764,2.2831057371771117,2.0538201221102708,-0.16857265939620983,-0.20676792957937776,NOT_STABLE
UP,GREEN,RED,RED,GREEN,STRONG_BODY,NORMAL_RANGE,PARTIAL_ALIGNMENT,30,438.0,ADEQUATE,0.547945205479452,3.1838883881342186,3.0854657127129257,0.03882534720767501,0.2248250874561704,170.0,ADEQUATE,0.5058823529411764,3.494420374881769,3.2249240454237533,0.11980899599349637,-0.11188902668580819,NOT_STABLE
UP,GREEN,RED,RED,GREEN,STRONG_BODY,NORMAL_RANGE,PARTIAL_ALIGNMENT,60,438.0,ADEQUATE,0.5342465753424658,4.541076903938229,4.809075074473037,-0.24058574126900562,-0.025294038485533788,170.0,ADEQUATE,0.5117647058823529,4.653256166994948,4.532967216885494,-0.17697368062246402,-0.41209249757624533,NOT_STABLE
DOWN,RED,GREEN,RED,RED,MEDIUM_BODY,NORMAL_RANGE,PARTIAL_ALIGNMENT,30,386.0,ADEQUATE,0.5595854922279793,3.7311831484412923,2.546374057116031,0.6465507797461637,0.32458539034376416,170.0,ADEQUATE,0.5470588235294118,3.5685196902763274,2.7309805024205382,0.4592800204935017,-0.010703521950029316,NOT_STABLE
UP,GREEN,RED,GREEN,GREEN,STRONG_BODY,NORMAL_RANGE,PARTIAL_ALIGNMENT,5,356.0,ADEQUATE,0.5028089887640449,1.3284235609540112,1.161978739918446,0.08443494935577907,0.011769562384715998,169.0,ADEQUATE,0.5502958579881657,1.5272246571293429,0.9062313479036237,0.34601334476272333,0.07782101167273196,NOT_STABLE
UP,GREEN,RED,GREEN,GREEN,STRONG_BODY,NORMAL_RANGE,PARTIAL_ALIGNMENT,15,356.0,ADEQUATE,0.5084269662921348,2.1659174737537623,2.2547897880425323,-0.022345172401991742,-0.05200657837208852,169.0,ADEQUATE,0.591715976331361,2.5971355392156816,1.6938698940138286,0.46252779711701547,0.3160865475071731,NOT_STABLE
UP,GREEN,RED,GREEN,GREEN,STRONG_BODY,NORMAL_RANGE,PARTIAL_ALIGNMENT,30,356.0,ADEQUATE,0.4887640449438202,3.3459933113540647,3.2354837860978765,0.17936084309813977,-0.37069055443338694,169.0,ADEQUATE,0.621301775147929,3.5267506840492606,2.4373770985485104,0.5609594341300004,0.4459613196810755,NOT_STABLE
UP,GREEN,RED,GREEN,GREEN,STRONG_BODY,NORMAL_RANGE,PARTIAL_ALIGNMENT,60,356.0,ADEQUATE,0.47752808988764045,4.856378105366225,4.682910955837965,0.2480051383251886,-0.2895713765899541,169.0,ADEQUATE,0.5857988165680473,5.107629949335642,3.8072892374238183,0.57336914740244,0.8563829787236794,NOT_STABLE
DOWN,RED,GREEN,GREEN,GREEN,MEDIUM_BODY,NORMAL_RANGE,NO_ALIGNMENT,5,438.0,ADEQUATE,0.5319634703196348,1.389374311135688,1.1673858751064248,0.13683574479236457,0.1816230281347001,166.0,ADEQUATE,0.4939759036144578,1.1937486330920417,1.1273799432603695,-0.04691961265805233,-0.021749810931122493,NOT_STABLE
DOWN,RED,GREEN,GREEN,GREEN,MEDIUM_BODY,NORMAL_RANGE,NO_ALIGNMENT,15,438.0,ADEQUATE,0.5114155251141552,2.2880404305347763,2.0893919225642694,0.050242800301258564,0.22734034847854712,166.0,ADEQUATE,0.5421686746987951,1.9331532229129562,2.2202591501442233,-0.05999749939498358,0.29007903176870714,NOT_STABLE
DOWN,RED,GREEN,GREEN,GREEN,MEDIUM_BODY,NORMAL_RANGE,NO_ALIGNMENT,30,438.0,ADEQUATE,0.5273972602739726,3.233458155919019,3.0361896530842047,0.13538354452426044,0.46777816797723726,166.0,ADEQUATE,0.5120481927710844,2.7655952704918065,3.017748527640125,-0.1057385420374147,-0.19044301914826836,NOT_STABLE
DOWN,RED,GREEN,GREEN,GREEN,MEDIUM_BODY,NORMAL_RANGE,NO_ALIGNMENT,60,438.0,ADEQUATE,0.5616438356164384,4.818066711340858,4.2805763970233555,0.5456769856960101,0.8612637876239734,166.0,ADEQUATE,0.4819277108433735,3.9697182099933763,4.627122779806979,-0.30104042266435305,0.07536144978552807,NOT_STABLE
UP,GREEN,GREEN,RED,RED,STRONG_BODY,EXPANSION_RANGE,PARTIAL_ALIGNMENT,5,338.0,ADEQUATE,0.48520710059171596,1.3696993203685315,1.1587176036223354,0.1568509003984646,-0.04379810563570832,166.0,ADEQUATE,0.5542168674698795,1.3380497420561261,1.082397715583318,0.14044204672920094,0.18512327601940148,NOT_STABLE
UP,GREEN,GREEN,RED,RED,STRONG_BODY,EXPANSION_RANGE,PARTIAL_ALIGNMENT,15,338.0,ADEQUATE,0.4940828402366864,2.250252369124491,2.1497717301855985,0.09738849509086558,0.1779334624637307,166.0,ADEQUATE,0.536144578313253,3.432179036741052,1.907048160778014,1.2335397265609833,-0.04668436039872502,NOT_STABLE
UP,GREEN,GREEN,RED,RED,STRONG_BODY,EXPANSION_RANGE,PARTIAL_ALIGNMENT,30,338.0,ADEQUATE,0.4911242603550296,3.061200565054818,3.347246252247963,-0.21274096357275254,0.21134009849304494,166.0,ADEQUATE,0.4939759036144578,4.157079962728659,2.9445056687682354,0.8603546866377716,-0.37098623075372394,NOT_STABLE
UP,GREEN,GREEN,RED,RED,STRONG_BODY,EXPANSION_RANGE,PARTIAL_ALIGNMENT,60,338.0,ADEQUATE,0.46745562130177515,4.516855231181813,4.946736656520145,-0.1806703554193675,-0.3102997349117115,166.0,ADEQUATE,0.4759036144578313,5.472769074685245,4.370849229834907,0.9731213880840696,0.04625273386493453,NOT_STABLE
DOWN,RED,RED,GREEN,RED,STRONG_BODY,NORMAL_RANGE,PARTIAL_ALIGNMENT,15,430.0,ADEQUATE,0.5372093023255814,2.36986442132369,1.9065144946562014,0.0091633884593034,-0.06061913371584897,164.0,ADEQUATE,0.5609756097560976,2.728565363857412,1.6995474973224107,0.6784125971711877,0.28751607185223793,NOT_STABLE
DOWN,RED,RED,GREEN,RED,STRONG_BODY,NORMAL_RANGE,PARTIAL_ALIGNMENT,30,430.0,ADEQUATE,0.5302325581395348,3.482497178638363,3.143361405566028,0.0370385282631809,0.009630648745907237,164.0,ADEQUATE,0.5914634146341463,4.065257620284288,2.7143144038971703,1.0113200759504817,0.7503011746940207,NOT_STABLE
DOWN,RED,RED,GREEN,RED,STRONG_BODY,NORMAL_RANGE,PARTIAL_ALIGNMENT,60,430.0,ADEQUATE,0.541860465116279,5.194329037327059,4.4101370650060945,0.23860369259521513,-0.03871751668709816,164.0,ADEQUATE,0.5548780487804879,6.105702628371528,3.906843620410577,1.6000070819939751,1.0486228920757341,NOT_STABLE
UP,GREEN,RED,RED,RED,SMALL_BODY,NORMAL_RANGE,NO_ALIGNMENT,5,415.0,ADEQUATE,0.5903614457831325,1.3744874323376943,1.0396693899851575,0.2829069623414879,0.28596262494528596,164.0,ADEQUATE,0.5,1.3933810726354376,1.1894836394594521,0.08931351973103417,0.051329444026240206,NOT_STABLE
UP,GREEN,RED,RED,RED,SMALL_BODY,NORMAL_RANGE,NO_ALIGNMENT,15,415.0,ADEQUATE,0.5469879518072289,2.257746749924218,1.9566167671125394,0.3034045054264835,0.3111111111108229,164.0,ADEQUATE,0.47560975609756095,2.1597525920998266,2.2718070440490656,-0.1853271301237685,-0.23974685666197304,NOT_STABLE
UP,GREEN,RED,RED,RED,SMALL_BODY,NORMAL_RANGE,NO_ALIGNMENT,30,415.0,ADEQUATE,0.5397590361445783,3.1676805220676942,2.895593202922919,0.35706193840471495,0.32387357094809693,164.0,ADEQUATE,0.45121951219512196,3.0093016617683515,3.3708922358295195,-0.14434452968403924,-0.12518986554081832,NOT_STABLE
UP,GREEN,RED,RED,RED,SMALL_BODY,NORMAL_RANGE,NO_ALIGNMENT,60,415.0,ADEQUATE,0.5253012048192771,4.598604629089127,4.500885125847542,0.29838925360190527,0.47170847830071766,164.0,ADEQUATE,0.4695121951219512,4.131504482022221,4.8778708072141335,-0.7462962396752442,-0.435858264518748,NOT_STABLE
UP,GREEN,GREEN,GREEN,GREEN,SMALL_BODY,NORMAL_RANGE,FULL_ALIGNMENT,5,328.0,ADEQUATE,0.5274390243902439,1.4914526690879306,1.166232228416828,0.1857637713866875,0.043685664323628595,164.0,ADEQUATE,0.524390243902439,1.4457355577624955,1.0079453929300146,0.1251286728101455,-0.04526836038660187,NOT_STABLE
UP,GREEN,GREEN,GREEN,GREEN,SMALL_BODY,NORMAL_RANGE,FULL_ALIGNMENT,15,328.0,ADEQUATE,0.5274390243902439,2.635073049228255,2.0974973475588894,0.27495328739563174,-0.007727548099559511,164.0,ADEQUATE,0.5,2.2327707236884606,2.005463332663243,0.1392310949248405,-0.1574273336795375,NOT_STABLE
UP,GREEN,GREEN,GREEN,GREEN,SMALL_BODY,NORMAL_RANGE,FULL_ALIGNMENT,30,328.0,ADEQUATE,0.5091463414634146,3.4929710207409883,3.1237378802358675,0.021618064674996617,-0.3070249848338753,164.0,ADEQUATE,0.43902439024390244,3.0161358118913038,2.8782914376793083,-0.15249395937535776,-0.2509539297863025,NOT_STABLE
UP,GREEN,GREEN,GREEN,GREEN,SMALL_BODY,NORMAL_RANGE,FULL_ALIGNMENT,60,328.0,ADEQUATE,0.5060975609756098,4.954101868737386,4.303124859827463,0.4701650867712963,-0.01892580368427449,164.0,ADEQUATE,0.4329268292682927,4.055921017217658,4.532590740839309,-0.5693650702420068,-0.7755538307850185,NOT_STABLE
DOWN,RED,RED,RED,RED,SMALL_BODY,LOW_RANGE,FULL_ALIGNMENT,60,302.0,ADEQUATE,0.5496688741721855,5.571932211417756,3.594950921334091,1.1874300304007508,-0.18753080172890613,162.0,ADEQUATE,0.6296296296296297,5.709473334520902,2.9685906197915655,2.075496470372812,1.8314484797495107,NOT_STABLE
DOWN,RED,GREEN,GREEN,GREEN,SMALL_BODY,NORMAL_RANGE,NO_ALIGNMENT,15,338.0,ADEQUATE,0.5266272189349113,2.4811316151478953,2.173382317266435,0.02731214797394633,0.5014323292649058,161.0,ADEQUATE,0.5714285714285714,2.2665233248282615,1.9051060124895864,0.26036461863709764,0.5082952632845262,NOT_STABLE
DOWN,RED,GREEN,GREEN,GREEN,SMALL_BODY,NORMAL_RANGE,NO_ALIGNMENT,60,338.0,ADEQUATE,0.5325443786982249,5.167181674320198,4.390191519518192,0.349440928784012,0.22021812805423938,161.0,ADEQUATE,0.5527950310559007,4.949825309827864,3.8662069816874403,1.1392949734812277,1.0741556534504952,NOT_STABLE
UP,GREEN,RED,GREEN,GREEN,MEDIUM_BODY,NORMAL_RANGE,PARTIAL_ALIGNMENT,5,370.0,ADEQUATE,0.4891891891891892,1.2678276604623029,1.2205651596801403,0.03102549538706097,-0.060106137815446256,160.0,ADEQUATE,0.55625,1.5134484722649633,1.0676655975805347,0.2084045718042451,0.06054087068206753,NOT_STABLE
UP,GREEN,RED,GREEN,GREEN,MEDIUM_BODY,NORMAL_RANGE,PARTIAL_ALIGNMENT,15,370.0,ADEQUATE,0.46216216216216216,2.1686407199416333,2.2841042840021104,-0.09288228106700888,-0.32447268183159406,160.0,ADEQUATE,0.525,2.541446925397846,1.9279862965578425,0.2355565989593978,-0.16224659972482658,NOT_STABLE
UP,GREEN,RED,GREEN,GREEN,MEDIUM_BODY,NORMAL_RANGE,PARTIAL_ALIGNMENT,30,370.0,ADEQUATE,0.43243243243243246,2.9055089017562072,3.262549431036534,-0.286111643060247,-0.15644422338669972,160.0,ADEQUATE,0.49375,3.223652526983961,2.8171558386017006,0.021014876202147547,-0.05607734574393447,NOT_STABLE
UP,GREEN,RED,GREEN,GREEN,MEDIUM_BODY,NORMAL_RANGE,PARTIAL_ALIGNMENT,60,370.0,ADEQUATE,0.4810810810810811,4.488050944763619,4.91502024221558,-0.21932272504730177,-0.15273355697245145,160.0,ADEQUATE,0.5375,5.078656925157956,4.290682477142289,0.6162496720504088,0.4393021806586573,NOT_STABLE
DOWN,RED,RED,GREEN,RED,MEDIUM_BODY,NORMAL_RANGE,PARTIAL_ALIGNMENT,5,429.0,ADEQUATE,0.5104895104895105,1.458631982994812,1.0902659271457102,0.14194520202160282,0.018938824590440776,155.0,ADEQUATE,0.5483870967741935,1.6098915096207582,1.0728913783781664,0.22577286082467604,0.0731889469750586,NOT_STABLE
DOWN,RED,RED,GREEN,RED,MEDIUM_BODY,NORMAL_RANGE,PARTIAL_ALIGNMENT,15,429.0,ADEQUATE,0.5034965034965035,2.3398656671054066,2.0396781816771514,-0.06945242422551223,-0.31603960396024605,155.0,ADEQUATE,0.5612903225806452,2.731225045529615,1.931183086205776,0.5460285322964437,0.5440613026819531,NOT_STABLE
DOWN,RED,RED,GREEN,RED,MEDIUM_BODY,NORMAL_RANGE,PARTIAL_ALIGNMENT,30,429.0,ADEQUATE,0.5128205128205128,3.4533128357711873,2.954685085272689,0.0433836165177004,-0.0145605824236144,155.0,ADEQUATE,0.5870967741935483,4.180324148343431,2.6977729198801903,1.2259004085247431,0.8150189459182687,NOT_STABLE
DOWN,RED,RED,GREEN,RED,MEDIUM_BODY,NORMAL_RANGE,PARTIAL_ALIGNMENT,60,429.0,ADEQUATE,0.5081585081585082,5.230159718055603,4.299278195665851,0.49989830514913797,0.013361966117858653,155.0,ADEQUATE,0.5419354838709678,5.904505186115453,3.8896429889776623,1.404492304162761,0.3790485829958528,NOT_STABLE
UP,GREEN,RED,RED,GREEN,MEDIUM_BODY,NORMAL_RANGE,PARTIAL_ALIGNMENT,5,438.0,ADEQUATE,0.5251141552511416,1.3522367616643531,1.1526909897680033,0.13976429256902137,0.08713904845526774,154.0,ADEQUATE,0.5064935064935064,1.328829530241945,1.1089946340686612,0.10696239637494444,-0.0010498888246200547,NOT_STABLE
UP,GREEN,RED,RED,GREEN,MEDIUM_BODY,NORMAL_RANGE,PARTIAL_ALIGNMENT,15,438.0,ADEQUATE,0.5159817351598174,2.318920697287751,2.1063770555765715,0.19791639469996736,0.2645167276475544,154.0,ADEQUATE,0.525974025974026,2.1445978090069864,2.04577575081208,-0.09130824062718099,0.016976124422442257,NOT_STABLE
UP,GREEN,RED,RED,GREEN,MEDIUM_BODY,NORMAL_RANGE,PARTIAL_ALIGNMENT,30,438.0,ADEQUATE,0.5045662100456622,3.3167946881684984,3.1980506512986286,0.13984476444123872,0.14698602924148926,154.0,ADEQUATE,0.487012987012987,3.0071279132479836,3.107678683045081,-0.2592563729389158,-0.4955313630644963,NOT_STABLE
UP,GREEN,RED,RED,GREEN,MEDIUM_BODY,NORMAL_RANGE,PARTIAL_ALIGNMENT,60,438.0,ADEQUATE,0.4771689497716895,4.692477053619936,4.741936642795152,0.2537974064715055,-0.03768261181129427,154.0,ADEQUATE,0.4805194805194805,4.075012949460155,4.68993402748187,-0.5945174841192296,-0.4619830792082312,NOT_STABLE
UP,GREEN,RED,RED,RED,SMALL_BODY,LOW_RANGE,NO_ALIGNMENT,30,253.0,ADEQUATE,0.5217391304347826,3.0020384539286886,2.686712449916123,0.3869221484507273,0.41835937499993187,153.0,ADEQUATE,0.5947712418300654,3.4160370035160534,2.502057528829864,0.6290267196667239,0.3794947446063753,NOT_STABLE
UP,GREEN,RED,RED,RED,SMALL_BODY,LOW_RANGE,NO_ALIGNMENT,60,253.0,ADEQUATE,0.4901185770750988,4.000931142585423,4.207985615843693,-0.0037709671576560363,0.3340248962653551,153.0,ADEQUATE,0.5294117647058824,4.425982159130919,4.142179216087704,0.1283519968030899,0.39548022598880367,NOT_STABLE
DOWN,RED,RED,GREEN,GREEN,STRONG_BODY,EXPANSION_RANGE,PARTIAL_ALIGNMENT,5,370.0,ADEQUATE,0.5081081081081081,1.464825831300243,1.1316856838334253,0.13873232430535232,0.026965694232238255,148.0,ADEQUATE,0.46621621621621623,1.0909339230116988,1.1904542272593595,-0.07802928980103538,0.045180924013806245,NOT_STABLE
DOWN,RED,RED,GREEN,GREEN,STRONG_BODY,EXPANSION_RANGE,PARTIAL_ALIGNMENT,15,370.0,ADEQUATE,0.5324324324324324,2.470465486469357,2.0343883822872577,0.11491902951887138,-0.07831131851057112,148.0,ADEQUATE,0.49324324324324326,1.9664163778950527,2.2405487523115086,-0.12220345996809769,-0.07015530261061004,NOT_STABLE
DOWN,RED,RED,GREEN,GREEN,STRONG_BODY,EXPANSION_RANGE,PARTIAL_ALIGNMENT,30,370.0,ADEQUATE,0.527027027027027,3.5016680023062787,3.0050753815933473,0.15958445863617265,0.04869569150895617,148.0,ADEQUATE,0.4864864864864865,2.770887212736519,2.883609050322036,0.1856736139433887,0.5425807076944235,NOT_STABLE
DOWN,RED,RED,GREEN,GREEN,STRONG_BODY,EXPANSION_RANGE,PARTIAL_ALIGNMENT,60,370.0,ADEQUATE,0.4918918918918919,5.141355713411231,4.3594733563083095,0.39605837954270856,-0.08389689955722984,148.0,ADEQUATE,0.49324324324324326,4.058275039660895,4.737244595516813,-0.5924599958897382,0.21154126837999782,NOT_STABLE
UP,GREEN,GREEN,RED,RED,SMALL_BODY,LOW_RANGE,PARTIAL_ALIGNMENT,5,308.0,ADEQUATE,0.5162337662337663,1.081449672315319,0.9938001216264182,-0.03612068977050393,-0.04083522952917701,146.0,ADEQUATE,0.6027397260273972,1.3618110781656652,0.8987006064777037,0.2938029495960802,0.22501751566090364,NOT_STABLE
UP,GREEN,GREEN,RED,RED,SMALL_BODY,LOW_RANGE,PARTIAL_ALIGNMENT,15,308.0,ADEQUATE,0.474025974025974,1.8616330439172957,1.8921805675883245,-0.060938834987471345,0.06632638918621359,146.0,ADEQUATE,0.5136986301369864,2.219485791400923,2.058453171429412,-0.0343160592116569,0.029744930528016966,NOT_STABLE
UP,GREEN,GREEN,RED,RED,SMALL_BODY,LOW_RANGE,PARTIAL_ALIGNMENT,30,308.0,ADEQUATE,0.5032467532467533,2.6782000398503567,3.014580264560534,-0.08575029998266467,0.32427078389098507,146.0,ADEQUATE,0.5068493150684932,2.8422130387608697,2.801867312525017,-0.12916760478214062,-0.28047659660228585,NOT_STABLE
UP,GREEN,GREEN,RED,RED,SMALL_BODY,LOW_RANGE,PARTIAL_ALIGNMENT,60,308.0,ADEQUATE,0.4772727272727273,3.7139789509093553,4.885271141238227,-0.6938447456600164,-0.18847120037128806,146.0,ADEQUATE,0.4520547945205479,3.9036075814998115,4.408454006067407,-0.22543133416737027,0.13105767459004816,NOT_STABLE
UP,GREEN,RED,GREEN,RED,STRONG_BODY,NORMAL_RANGE,PARTIAL_ALIGNMENT,5,365.0,ADEQUATE,0.5397260273972603,1.2523580862405501,1.0834560297565552,0.02116671012136968,-0.02858309514097488,145.0,ADEQUATE,0.5379310344827586,1.2519347305746555,1.1104452728306864,0.014537389163438616,0.027741083223015252,NOT_STABLE
UP,GREEN,RED,GREEN,RED,STRONG_BODY,NORMAL_RANGE,PARTIAL_ALIGNMENT,15,365.0,ADEQUATE,0.5178082191780822,2.2671040763018016,2.103393100089533,0.11083289018876326,0.04890829694355324,145.0,ADEQUATE,0.5517241379310345,2.1487683358016305,1.9105891052642399,0.24075622294343602,0.21571648690305553,NOT_STABLE
UP,GREEN,RED,GREEN,RED,STRONG_BODY,NORMAL_RANGE,PARTIAL_ALIGNMENT,30,365.0,ADEQUATE,0.4904109589041096,3.0286730628260083,3.1805716632682226,-0.0967062844040625,0.13630041724605024,145.0,ADEQUATE,0.496551724137931,2.9692083907102127,3.0654437682928415,-0.0032750507062163287,-0.013270142180384597,NOT_STABLE
UP,GREEN,RED,GREEN,RED,STRONG_BODY,NORMAL_RANGE,PARTIAL_ALIGNMENT,60,365.0,ADEQUATE,0.46301369863013697,4.213504107541067,4.759223996786115,-0.4411529023456057,0.001919648978514426,145.0,ADEQUATE,0.496551724137931,4.393270036786802,4.639606754881633,-0.2906637865226441,0.0804043188605581,NOT_STABLE
DOWN,RED,GREEN,RED,RED,SMALL_BODY,NORMAL_RANGE,PARTIAL_ALIGNMENT,5,245.0,ADEQUATE,0.5142857142857142,1.35086043698631,1.0629643801729232,0.12391618130472161,0.01555901311394051,144.0,ADEQUATE,0.5763888888888888,1.544241042852785,1.0247643787251766,0.1999471676356792,0.2462673663988092,NOT_STABLE
DOWN,RED,GREEN,RED,RED,SMALL_BODY,NORMAL_RANGE,PARTIAL_ALIGNMENT,15,245.0,ADEQUATE,0.5306122448979592,2.422700401219559,1.9789991422228048,0.20746079876431298,0.05917159763334717,144.0,ADEQUATE,0.5625,2.5385873704323263,2.0295113195753567,0.30831960409205567,0.16757183993801306,NOT_STABLE
DOWN,RED,GREEN,RED,RED,SMALL_BODY,NORMAL_RANGE,PARTIAL_ALIGNMENT,30,245.0,ADEQUATE,0.5183673469387755,3.652633344214756,2.876411739233544,0.359232254260521,0.011792783939251365,144.0,ADEQUATE,0.5625,3.335952834901926,3.225933887610039,-0.17778784559246125,0.3647962186101378,NOT_STABLE
UP,GREEN,GREEN,GREEN,RED,STRONG_BODY,EXPANSION_RANGE,PARTIAL_ALIGNMENT,5,467.0,ADEQUATE,0.5203426124197003,1.431492566603462,1.1211591453663272,0.13801800410586182,0.09554140127423877,142.0,ADEQUATE,0.44366197183098594,1.2911186151809249,1.3466999673529665,-0.1845645190708766,-0.22708884996707948,NOT_STABLE
UP,GREEN,GREEN,GREEN,RED,STRONG_BODY,EXPANSION_RANGE,PARTIAL_ALIGNMENT,15,467.0,ADEQUATE,0.5074946466809421,2.424170903092426,2.0418527248436478,0.27426147943208923,0.07821229050271712,142.0,ADEQUATE,0.45774647887323944,2.2854979188072524,2.6586607139186746,-0.4731874601134078,-0.3990268448938483,NOT_STABLE
UP,GREEN,GREEN,GREEN,RED,STRONG_BODY,EXPANSION_RANGE,PARTIAL_ALIGNMENT,30,467.0,ADEQUATE,0.49036402569593146,3.280137715143866,3.0207557915013443,0.06904034064164509,-0.18821096173748855,142.0,ADEQUATE,0.43661971830985913,2.948825180972016,3.8225030761447596,-0.4420189155086204,0.08843217970590903,NOT_STABLE
